ROAD_CLASS,DISTRICT,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,IMPACTYPE,INVTYPE,VEHTYPE,HOUR,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,PEDESTRIAN,PASSENGER,POLICE_DIVISION,HOOD_ID,month
Major Arterial,Etobicoke York,Intersection,Other,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Other,21,0,1,0,0,0,0,0,1,0,0,0,1,0,23,3,10
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Truck,13,0,0,0,1,0,0,0,0,0,0,0,1,0,13,31,1
Minor Arterial,Etobicoke York,Intersection,Other,No Control,Other,Daylight,Other,Other,Driver,Bus,15,0,0,0,0,1,0,0,0,0,0,0,0,1,22,17,2
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Driver,Automobile,21,0,1,0,0,0,0,0,0,0,0,0,1,0,42,131,3
Major Arterial,North York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Rear End,Vehicle Owner,Other,19,0,1,0,0,0,0,1,1,0,0,0,0,0,33,42,6
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,SMV Other,Other,Other,5,0,1,0,0,0,0,0,0,0,0,0,0,1,42,117,10
Major Arterial,Scarborough,Intersection,At Intersection,No Control,Rain,Daylight,Wet,Turning Movement,Passenger,Other,16,0,1,0,0,0,0,0,0,0,0,0,0,1,43,127,8
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Dark,Wet,SMV Other,Driver,Automobile,3,0,1,0,0,0,0,0,0,0,0,0,0,0,14,85,3
Local,North York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Angle,Driver,Automobile,9,0,1,0,0,0,0,1,1,0,0,0,0,0,53,102,4
Collector,Scarborough,Mid-Block,Other,Pedestrian Crossover,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,22,0,1,0,0,0,0,0,1,0,0,0,1,0,42,117,10
Major Arterial,Etobicoke York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Vehicle Owner,Other,16,0,1,0,0,0,0,0,0,0,0,0,1,1,23,6,7
Other,North York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Rear End,Driver,Automobile,19,0,1,0,0,0,0,0,1,0,0,0,0,1,33,42,1
Major Arterial,North York,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,16,0,1,0,0,0,0,0,1,0,0,0,1,0,32,50,3
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,8,0,1,0,0,0,0,0,1,0,0,0,1,1,22,12,2
Major Arterial,North York,Mid-Block,Other,No Control,Clear,Dark,Dry,Approaching,Passenger,Other,21,0,1,0,0,0,0,0,0,0,1,0,0,1,32,36,2
Major Arterial,Scarborough,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,Automobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,43,127,6
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Passenger,Other,21,0,1,0,0,0,0,0,1,1,0,0,1,1,32,52,7
Other,Toronto and East York,Mid-Block,Other,No Control,Clear,Dark,Dry,SMV Other,Motorcycle Passenger,2 Wheels,22,0,0,1,0,0,0,0,0,0,0,0,0,0,14,85,8
Major Arterial,Scarborough,Intersection,Other,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,Automobile,13,0,1,0,0,0,0,0,1,0,0,0,0,1,41,125,9
Minor Arterial,Toronto and East York,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,17,0,1,0,0,0,0,0,1,0,0,0,1,0,54,60,10
Major Arterial,Etobicoke York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,12,0,1,0,0,0,0,0,1,0,0,0,1,0,22,18,8
Minor Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,Automobile,10,0,1,0,0,0,0,0,1,0,0,0,0,0,42,131,7
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Rear End,Driver,Automobile,19,0,1,0,0,0,0,0,1,0,0,0,0,1,12,30,1
Local,Etobicoke York,Mid-Block,Other,No Control,Clear,Daylight,Dry,SMV Unattended Vehicle,Other,Automobile,0,0,1,0,0,0,0,1,1,0,0,0,0,0,31,24,9
Major Arterial,North York,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Pedestrian Collisions,Driver,Automobile,22,0,1,0,0,0,0,0,0,0,0,0,1,1,53,99,12
Major Arterial,Etobicoke York,Intersection,Other,No Control,Clear,Daylight,Other,Approaching,Vehicle Owner,Other,10,0,1,0,0,0,0,0,1,0,0,0,0,0,23,2,3
Major Arterial,North York,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Angle,Vehicle Owner,Other,20,0,1,0,1,0,0,1,1,0,0,0,0,1,53,100,9
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Vehicle Owner,Other,1,0,1,0,0,1,0,1,1,1,1,0,0,0,43,139,7
Collector,Etobicoke York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,SMV Other,Driver,Automobile,20,0,1,0,0,0,0,1,1,0,0,0,0,0,22,11,5
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Turning Movement,Driver,Automobile,15,0,1,0,1,0,0,0,0,0,0,0,0,0,53,95,3
Major Arterial,Toronto and East York,Intersection,Other,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,Automobile,20,0,1,0,0,0,0,0,0,0,0,0,1,0,51,75,4
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Rain,Daylight,Wet,Pedestrian Collisions,Pedestrian,Other,6,0,0,0,0,1,0,0,0,0,0,0,1,0,11,87,10
Collector,Etobicoke York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Turning Movement,Driver,Automobile,15,0,1,1,0,0,0,0,1,0,0,0,0,0,11,90,4
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Vehicle Owner,Other,11,0,1,0,1,0,0,0,0,0,0,0,0,0,33,49,6
Minor Arterial,Scarborough,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,Automobile,3,0,1,0,0,0,0,0,0,0,0,0,1,0,41,120,6
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Rain,Dusk,Wet,Pedestrian Collisions,Driver,Automobile,19,0,1,0,0,0,0,0,1,0,0,0,1,0,11,86,5
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,19,0,1,0,0,0,0,0,1,0,0,0,1,0,23,2,7
Local,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,SMV Other,Driver,Automobile,14,0,1,0,0,0,0,0,1,0,0,0,0,1,23,1,1
Minor Arterial,North York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Turning Movement,Truck Driver,Truck,15,0,1,0,1,0,0,0,1,0,0,0,0,1,32,27,8
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Driver,Automobile,20,0,1,0,0,0,0,0,1,0,0,0,0,0,31,27,11
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Passenger,Other,16,0,1,0,0,0,0,0,1,0,0,0,1,1,42,117,2
Major Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,2,0,1,0,0,0,0,0,0,0,1,0,1,0,41,138,3
Major Arterial,North York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,SMV Other,Driver,Automobile,5,0,1,0,0,0,0,1,1,0,0,0,0,1,53,55,1
Major Arterial,North York,Mid-Block,Other,No Control,Rain,Dark,Wet,Rear End,Driver,Automobile,23,0,1,0,0,0,0,0,1,0,0,0,0,0,13,108,1
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,13,0,1,0,0,0,0,0,0,0,0,0,1,0,32,51,6
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Cyclist Collisions,Driver,Automobile,18,1,1,0,0,0,0,1,1,1,1,0,0,1,41,126,4
Collector,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,SMV Other,Motorcycle Passenger,2 Wheels,10,0,0,1,0,0,0,0,0,0,0,0,0,0,22,14,7
Major Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Approaching,Passenger,Other,23,0,1,0,0,0,0,1,1,0,0,0,0,1,32,33,5
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Angle,Driver,Automobile,16,0,1,0,0,0,0,1,1,0,0,0,0,0,43,135,11
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dawn,Dry,Pedestrian Collisions,Pedestrian,Other,6,0,1,0,0,0,0,0,0,0,0,0,1,0,31,25,11
Major Arterial,Etobicoke York,Intersection,Other,Stop Sign,Clear,Daylight,Snow,Turning Movement,Driver,Automobile,9,0,1,0,0,0,0,0,1,0,0,0,0,1,23,8,3
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,10,0,1,0,0,0,0,0,0,0,0,0,1,0,14,85,11
Major Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Daylight,Dry,SMV Other,Driver,Automobile,6,0,1,0,0,0,0,0,0,0,0,0,0,1,43,127,6
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,12,0,1,0,0,0,0,0,1,1,0,0,1,0,32,41,5
Major Arterial,North York,Intersection,Other,No Control,Clear,Daylight,Dry,Turning Movement,Driver,Automobile,16,0,1,0,0,0,0,0,1,0,0,0,0,1,33,42,2
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,22,0,1,0,0,0,0,0,0,0,0,0,1,0,43,137,7
Collector,Toronto and East York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Cyclist Collisions,Vehicle Owner,Other,9,1,1,0,0,0,0,0,1,0,0,0,0,0,54,58,8
Major Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Daylight,Dry,Approaching,Other,Other,12,0,1,0,0,0,0,0,1,0,0,0,0,0,41,127,8
Minor Arterial,Scarborough,Mid-Block,At/Near Private Drive,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,Automobile,21,0,1,0,0,0,0,0,0,0,0,0,1,0,43,135,5
Major Arterial,Etobicoke York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Rear End,Truck Driver,Truck,17,0,1,0,1,0,0,0,1,0,0,0,0,0,22,10,8
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Approaching,Motorcycle Passenger,2 Wheels,6,0,1,1,0,0,0,0,1,0,0,0,0,0,53,95,6
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Driver,Automobile,22,0,1,1,0,0,0,0,0,0,0,0,0,0,52,77,9
Major Arterial,Scarborough,Intersection,Other,Traffic Signal,Clear,Dawn,Dry,Angle,Driver,Automobile,1,0,1,0,0,0,0,1,1,0,0,0,0,1,41,119,1
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Cyclist Collisions,Driver,Automobile,18,1,1,0,0,0,0,1,1,1,1,0,0,1,41,126,4
Other,Etobicoke York,Mid-Block,Other,No Control,Clear,Dark,Dry,Sideswipe,Driver,Automobile,22,0,1,0,0,0,0,0,0,0,1,0,0,1,22,17,3
Major Arterial,Scarborough,Intersection,Other,Traffic Signal,Clear,Dark,Wet,Angle,Truck Driver,Truck,3,0,1,0,1,0,0,0,1,1,0,0,0,1,42,131,9
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,Automobile,9,0,1,0,0,0,0,0,1,1,0,0,0,1,42,116,3
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Rain,Dusk,Wet,Pedestrian Collisions,Driver,Automobile,19,0,1,0,0,0,0,0,1,0,0,0,1,0,42,118,8
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Cyclist Passenger,2 Wheels,11,1,1,0,0,0,0,0,0,0,0,0,0,0,32,33,9
Minor Arterial,Scarborough,Intersection,At Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,19,0,1,0,0,0,0,0,1,0,0,0,1,0,41,121,1
Major Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Dark,Dry,Cyclist Collisions,Cyclist Passenger,2 Wheels,2,1,1,0,0,0,0,0,0,0,0,0,0,0,52,78,8
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,SMV Other,Passenger,Other,21,0,1,0,0,0,0,1,1,0,0,0,0,1,51,71,11
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Vehicle Owner,Other,2,0,1,0,0,0,0,0,0,0,0,0,1,0,14,78,7
Major Arterial,Scarborough,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,14,0,1,0,0,0,0,0,1,0,0,0,1,0,41,126,10
Major Arterial,North York,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Angle,Truck Driver,Truck,20,0,1,0,1,0,0,1,1,0,0,0,0,1,53,100,9
Minor Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Rear End,Driver,Automobile,15,0,1,0,0,0,0,0,1,0,0,0,0,0,51,71,6
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,18,0,1,0,0,0,0,0,1,1,0,0,1,1,33,52,10
Minor Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Dark,Dry,Cyclist Collisions,Cyclist Passenger,2 Wheels,21,1,1,0,0,0,0,0,1,0,0,0,0,0,11,89,5
Minor Arterial,Toronto and East York,Mid-Block,At Intersection,No Control,Clear,Dark,Wet,Pedestrian Collisions,Driver,Automobile,1,0,1,0,0,0,0,1,1,0,0,0,1,0,51,73,2
Major Arterial,Toronto and East York,Intersection,At Intersection,No Control,Rain,Dark,Wet,Turning Movement,Driver,Automobile,22,0,1,0,0,0,0,1,1,0,0,0,0,1,53,98,1
Major Arterial,Scarborough,Mid-Block,Non Intersection,No Control,Clear,Dark,Wet,Pedestrian Collisions,Pedestrian,Other,18,0,1,0,0,0,0,0,0,0,1,0,1,0,43,137,12
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Truck Driver,Truck,16,0,0,0,1,0,0,0,1,0,0,0,1,0,42,131,3
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,6,0,0,0,0,1,0,0,1,0,0,0,1,0,53,99,1
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Angle,Driver,Automobile,0,0,1,0,0,0,0,0,1,1,1,0,0,1,43,137,8
Collector,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Pedestrian Collisions,Pedestrian,Other,20,0,1,0,0,0,0,0,0,0,0,0,1,0,31,26,7
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,13,0,1,0,0,0,0,1,1,0,0,1,1,1,55,64,7
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Bus,11,0,0,0,1,1,0,1,1,0,0,0,1,1,42,130,8
Major Arterial,Toronto and East York,Intersection,Other,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Cyclist Passenger,2 Wheels,17,1,1,0,0,0,0,0,0,0,0,0,0,1,11,83,6
Collector,Etobicoke York,Mid-Block,Other,No Control,Rain,Daylight,Wet,Approaching,Driver,Bus,10,0,1,0,0,1,0,0,0,0,1,0,0,1,23,4,10
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Approaching,Driver,Van,22,0,1,0,0,0,0,0,0,0,0,1,0,1,51,75,10
Major Arterial,Toronto and East York,Intersection,Other,No Control,Clear,Dusk,Snow,Approaching,Driver,Automobile,15,0,1,0,0,0,0,0,0,0,0,0,0,1,54,58,1
Minor Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Sideswipe,Motorcycle Passenger,2 Wheels,11,0,1,1,0,0,0,0,1,0,0,0,0,0,55,68,5
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Dusk,Dry,Other,Other,Other,20,0,0,0,1,0,0,0,0,0,0,0,0,1,14,85,8
Major Arterial,North York,Intersection,Other,No Control,Clear,Daylight,Dry,Rear End,Driver,Automobile,16,0,1,0,0,0,0,0,1,0,0,0,0,1,33,52,9
Major Arterial,North York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Rear End,Driver,Bus,14,0,1,0,1,1,0,1,1,0,0,0,0,1,33,43,8
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,SMV Other,Vehicle Owner,Other,4,0,1,0,0,0,0,0,0,0,0,0,0,0,32,33,3
Major Arterial,North York,Intersection,At Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Automobile,23,0,1,0,0,0,0,0,0,0,0,0,1,0,41,119,8
Collector,Etobicoke York,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Turning Movement,Driver,Automobile,7,0,1,0,0,0,0,1,1,0,0,0,0,0,23,1,5
Major Arterial,North York,Intersection,Other,No Control,Clear,Daylight,Dry,Sideswipe,Driver,Automobile,2,0,1,0,0,0,0,1,1,0,0,0,0,0,32,51,10
Major Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Daylight,Dry,Rear End,Other,Other,15,0,1,0,0,0,0,0,0,0,0,0,0,1,41,119,9
Major Arterial,North York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,Automobile,19,0,1,0,0,0,0,0,0,0,0,0,1,0,13,106,9
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Other,19,0,1,0,0,0,0,0,0,0,0,0,1,0,14,81,11
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Driver,Truck,6,0,1,0,0,0,0,0,1,0,0,0,1,0,32,34,11
Major Arterial,North York,Mid-Block,Other,No Control,Rain,Daylight,Wet,Rear End,Driver,Automobile,16,0,1,0,0,0,0,0,1,0,0,0,0,0,32,33,10
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Approaching,Driver,Automobile,10,0,1,0,1,0,0,0,0,0,0,0,0,0,42,129,9
Minor Arterial,Toronto and East York,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Turning Movement,Driver,Automobile,17,0,1,1,0,0,0,0,1,0,0,0,0,1,53,95,5
Collector,Scarborough,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Van,15,0,1,0,0,0,0,0,0,0,0,0,1,0,42,116,2
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Rear End,Driver,Automobile,6,0,1,0,0,1,0,0,0,0,0,0,0,1,42,117,8
Major Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,21,0,1,0,0,0,0,0,0,0,0,0,1,0,41,124,7
Major Arterial,North York,Intersection,Non Intersection,No Control,Clear,Dark,Dry,Sideswipe,Passenger,Other,23,0,1,0,0,1,0,0,0,0,0,0,0,1,32,51,10
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Other,6,0,1,0,0,0,0,0,0,0,0,0,1,0,22,13,9
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,SMV Other,Motorcycle Passenger,2 Wheels,10,0,0,1,0,0,0,0,0,0,0,0,0,0,14,85,9
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Driver,Automobile,7,0,1,0,0,0,0,0,1,1,0,0,0,0,33,42,2
Major Arterial,Scarborough,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,SMV Other,Driver,Automobile,19,0,1,0,0,0,0,0,0,0,0,1,0,1,42,129,12
Local,North York,Intersection,Other,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Passenger,Other,8,0,1,0,0,0,0,0,1,0,0,0,1,1,33,52,3
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,20,0,1,0,0,0,0,0,0,0,0,0,1,0,42,131,4
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Sideswipe,Passenger,Other,19,0,1,0,0,0,0,0,0,0,0,0,0,1,31,22,4
Major Arterial,Etobicoke York,Intersection,At Intersection,No Control,Clear,Dark,Dry,Turning Movement,Driver,Automobile,22,0,1,1,0,0,0,0,1,0,0,0,0,0,22,15,7
Major Arterial,Toronto and East York,Intersection,Other,No Control,Rain,Daylight,Wet,Rear End,Passenger,Other,14,0,1,0,0,0,0,0,1,0,0,0,0,1,11,114,4
Expressway,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Driver,Automobile,23,0,1,0,0,0,0,0,1,0,0,0,1,0,52,77,2
Major Arterial,North York,Intersection,Other,Traffic Signal,Clear,Daylight,Dry,Angle,Driver,Automobile,11,0,1,0,0,0,0,0,1,1,0,0,0,0,32,40,7
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,1,0,1,0,0,0,0,0,0,0,0,0,1,0,14,77,1
Major Arterial,North York,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Angle,Driver,Automobile,18,0,1,0,0,0,0,0,1,0,0,0,0,1,32,51,1
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Rear End,Passenger,Other,6,0,1,0,0,1,0,0,0,0,0,0,0,1,42,117,8
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Passenger,Other,17,0,1,0,0,0,0,1,1,1,1,0,0,1,54,43,9
Major Arterial,North York,Intersection,Other,Traffic Signal,Clear,Daylight,Dry,Angle,Driver,Automobile,11,0,1,0,0,0,0,0,1,1,0,0,0,0,32,40,7
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Other,21,0,1,0,0,0,0,0,0,0,0,0,1,0,42,131,3
Local,Etobicoke York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,7,0,1,0,0,0,0,0,0,0,0,0,1,0,22,17,7
Major Arterial,North York,Mid-Block,Other,No Control,Clear,Dark,Dry,Approaching,Vehicle Owner,Other,20,0,1,0,0,0,0,1,1,0,0,0,0,1,33,43,5
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Vehicle Owner,Other,16,0,0,0,0,1,0,0,0,0,0,0,1,0,52,78,9
Major Arterial,Etobicoke York,Intersection,Other,Traffic Signal,Clear,Dark,Dry,Rear End,Passenger,Other,23,0,1,0,0,0,0,0,1,0,0,0,0,1,23,1,4
Collector,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Cyclist Collisions,Driver,Automobile,20,1,1,0,0,0,0,0,1,0,0,0,0,0,52,76,3
Major Arterial,Scarborough,Intersection,Other,Traffic Signal,Clear,Dark,Dry,Turning Movement,Passenger,Other,0,0,1,0,0,0,0,0,0,0,0,0,0,1,41,119,2
Minor Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Daylight,Dry,SMV Other,Driver,Automobile,8,0,1,0,0,0,0,1,1,0,0,0,0,0,43,135,11
Other,Toronto and East York,Mid-Block,Other,No Control,Clear,Dark,Other,Pedestrian Collisions,Driver,Automobile,2,0,1,0,1,0,0,0,0,0,0,0,1,0,14,85,2
Major Arterial,Scarborough,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,0,0,1,0,0,0,0,0,0,0,0,0,1,0,43,127,6
Minor Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Passenger,Other,7,0,1,0,1,0,0,0,0,0,0,0,0,1,14,84,6
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Van,16,0,1,0,0,0,0,0,0,0,0,1,1,0,14,95,10
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Rain,Daylight,Wet,Pedestrian Collisions,Driver,Automobile,9,0,1,0,0,0,0,0,0,0,0,0,1,0,13,94,9
Major Arterial,Scarborough,Intersection,Other,Traffic Signal,Clear,Dark,Wet,Angle,Driver,Automobile,3,0,1,0,1,0,0,0,1,1,0,0,0,1,42,131,9
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Vehicle Owner,Other,7,1,0,0,0,1,0,0,0,0,0,0,0,0,52,77,11
Major Arterial,North York,Intersection,Other,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,Automobile,12,0,1,0,0,0,0,0,1,0,0,0,0,1,32,27,10
Collector,Scarborough,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,18,0,1,0,0,0,0,0,1,0,0,0,1,0,42,132,1
Major Arterial,Scarborough,Intersection,Other,No Control,Clear,Daylight,Dry,Approaching,Passenger,Other,15,0,1,0,0,0,0,0,1,0,0,0,0,1,41,120,1
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Angle,Driver,Automobile,5,0,1,0,0,1,0,0,1,1,0,0,0,1,23,4,11
